,gamma_autocorrelation,ocean_heat_capacity[0],ocean_heat_capacity[1],ocean_heat_capacity[2],ocean_heat_transfer[0],ocean_heat_transfer[1],ocean_heat_transfer[2],deep_ocean_efficacy,sigma_eta,sigma_xi,forcing_4co2,iirf_0[CO2],iirf_uptake[CO2],iirf_temperature[CO2],iirf_airborne[CO2],erfari_radiative_efficiency[BC],erfari_radiative_efficiency[OC],erfari_radiative_efficiency[Sulfur],erfari_radiative_efficiency[NOx],erfari_radiative_efficiency[VOC],erfari_radiative_efficiency[NH3],erfari_radiative_efficiency[CH4],erfari_radiative_efficiency[N2O],erfari_radiative_efficiency[Equivalent effective stratospheric chlorine],aci_shape[Sulfur],aci_shape[BC],aci_shape[OC],aci_scale,ozone_radiative_efficiency[CH4],ozone_radiative_efficiency[N2O],ozone_radiative_efficiency[Equivalent effective stratospheric chlorine],ozone_radiative_efficiency[CO],ozone_radiative_efficiency[VOC],ozone_radiative_efficiency[NOx],forcing_scale[CH4],forcing_scale[N2O],forcing_scale[Stratospheric water vapour],forcing_scale[Land use],forcing_scale[Volcanic],forcing_scale[Solar],forcing_scale[Light absorbing particles on snow and ice],forcing_scale[Irrigation],forcing_scale[CO2],forcing_scale[CFC-11],forcing_scale[CFC-12],forcing_scale[CFC-113],forcing_scale[CFC-114],forcing_scale[CFC-115],forcing_scale[HCFC-22],forcing_scale[HCFC-141b],forcing_scale[HCFC-142b],forcing_scale[CCl4],forcing_scale[CHCl3],forcing_scale[CH2Cl2],forcing_scale[CH3Cl],forcing_scale[CH3CCl3],forcing_scale[CH3Br],forcing_scale[Halon-1211],forcing_scale[Halon-1301],forcing_scale[Halon-2402],forcing_scale[CF4],forcing_scale[C2F6],forcing_scale[C3F8],forcing_scale[c-C4F8],forcing_scale[C4F10],forcing_scale[C5F12],forcing_scale[C6F14],forcing_scale[C7F16],forcing_scale[C8F18],forcing_scale[NF3],forcing_scale[SF6],forcing_scale[SO2F2],forcing_scale[HFC-125],forcing_scale[HFC-134a],forcing_scale[HFC-143a],forcing_scale[HFC-152a],forcing_scale[HFC-227ea],forcing_scale[HFC-32],forcing_scale[HFC-365mfc],forcing_scale[HFC-4310mee],forcing_scale[HFC-23],forcing_scale[HFC-236fa],forcing_scale[HFC-245fa],baseline_concentration[CO2],seed,stochastic_run,use_seed
144325,5.124576160228591,3.474378322325688,16.9725980436806,135.52906040681458,1.7832469437583545,2.557963308599809,1.441987829910524,1.0230503680064296,1.2513749809697314,0.6449924898034702,8.372303632735926,33.681622547990585,-0.0004476896410493,-0.1502734375325442,0.0047398356346416,0.0345278249612253,-0.0040990718365112,-0.0030542967661082,-7.565084512865333e-05,-0.0001021812534044,-0.0006528067255961,-4.106081816135919e-06,-1.7743238550088394e-05,-9.244676273211752e-06,0.0034662670660612,2.652976080434285,0.00239570285879,-0.7572102177903827,0.0002507614826435,0.001151232237409,-6.927746002769476e-05,3.502133173986866e-05,0.0003515015760785,0.000911232060376,0.894984283169315,1.075823943926615,1.5076716128219263,1.1947432120609227,1.0510823978987651,0.7717773239386112,0.8496047489574683,-0.0256680488343064,1.033911523842379,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,0.910027143892135,278.48263058218856,58941438,True,True
148090,6.870783684098706,4.832013415762064,26.609209889000848,77.71040933818735,1.0857843000734912,1.821662593764339,2.069312444824372,1.693539324867689,0.7045066895581948,0.5051834852567043,8.195051407617772,28.830469621014316,0.0021105290870693,5.944161645690455,0.0003822458565895,0.053287648282579,-0.0031443934154131,-0.0016863753237429,-9.148138388944194e-05,-3.4313627082984574e-05,-0.0006579460801296,-1.85371186540275e-06,-3.095950170414363e-05,-8.00794587484731e-06,0.0075231489480107,2.5019819555488838e-05,0.0040553571070041,-2.6427807810957047,0.0002204809762127,0.0010071223606114,-8.27750234870311e-05,-1.575100650378461e-05,0.0008202474829477,0.0018920489156684,1.1757160666455049,0.9369089361758052,1.2208257127388025,1.198394763072485,0.820935292370639,1.1714120231292464,1.6190321134431,0.2626370145189676,1.0216002860342603,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,0.8916737827256543,280.0042370873941,60443673,True,True
149731,7.755975162059973,2.938190155237172,34.59014743192704,75.30138429601116,0.9192173434237764,2.770707536728389,1.7588876100149706,1.2733302703346494,1.1820843246281303,0.6289593808962014,6.730561920404668,27.284018025262483,0.0055445875499718,6.655320680649068,-0.0017599738583816,0.0250639839792646,-0.0013642433600105,-0.0038173410174693,-7.799622482709885e-05,-6.216289882745032e-06,-0.0006092485101005,-2.7659743465369674e-06,-2.7699151513560016e-05,-9.222316787383568e-06,0.0558577007640041,1.0321495310867584e-35,2.05339850471307e-13,-0.5152596280311501,0.0002566733467934,0.0015171354941858,-0.0001968186357734,-5.946779361585314e-05,0.0007810775807178,0.0018301053810099,0.9594020236686992,1.0688246343191732,0.2671268913856133,1.3765020230404448,0.951522090009556,0.7521170181512989,1.2418427849041296,0.6901442887423637,0.9168311404156672,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,1.131624626736584,278.12246702856106,61098432,True,True
149973,0.8693338491473335,2.0273678536974,15.54483509204287,140.06113857458774,1.845886372480844,3.4602329503556883,1.4231108864530442,1.4593606718886554,0.5212906745330996,0.199451384816467,7.734302601731758,33.685749594645884,-0.0019834406028652,3.489136257710756,0.0034454814963624,0.0492386181389389,-0.0059059238176533,-0.0032482983400163,-7.34717747327945e-05,6.300575089255291e-06,-0.0006469011997199,-2.2943599016057058e-06,-4.5221226317529766e-05,-7.29927663934553e-06,2.3785536691515638e-07,1.0561704800393849e-07,3.348600040058646e-06,-9056.607541743975,0.0002008374072465,0.0009971038072286,-5.9260307663956864e-05,-6.72476569705237e-05,0.0001268761125535,0.0013050111261998,1.238349404446205,0.94171285133103,-0.1625797981041443,0.6901265975686852,0.7289717763390542,0.864277922581472,0.4999774930198267,1.9728984461290895,0.9895463924316412,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,1.1392333999951312,278.46475958765245,61194990,True,True
152764,9.82314701653817,5.320647166219304,15.676469543205496,119.95777942999716,1.697933617405306,1.1132186695397448,2.056852470951407,1.1054674326364229,0.9668671947530764,0.7665829530901951,9.903610965671335,28.541975493511444,0.0025685008948831,5.137349067947951,0.001200921960418,0.0297310711386726,-0.0066976468213751,9.658033604360504e-05,-4.225469885173128e-05,-4.347940896692162e-05,-0.0005470799137004,-1.9732089711840345e-06,-4.658760005006907e-05,-7.278867782808179e-06,0.0092312038018788,0.5238831470275916,2.2442097061852184e-10,-1.048140580952338,0.0002207888783406,0.0013044866393837,-5.574078384212003e-05,7.27018320001049e-05,0.0006762600740149,0.0011578525173197,1.0801684992225409,0.9914726644336226,1.3337856310077123,0.6645764603442603,0.6612865886060311,0.9691582615439048,-0.7674527299620961,1.7196245299488149,1.1452052805857786,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,0.9877775902851026,277.5753855584242,62308599,True,True
154050,1.5083541020308386,4.746224127915081,8.206758275789896,81.42720517685784,1.8499208770151951,2.34242568386625,0.8791720036421912,1.5653287733573065,0.2396371915127373,0.215614281139006,5.274981131206545,28.29809589522917,0.0032674176117924,5.209827827416314,-0.0002991533669908,0.0357795912215017,-0.0076418142013875,-0.0034385046182603,-8.657190717397225e-05,-7.202516762233102e-06,-0.000562671384892,-1.9010830908914276e-06,-5.691450655128714e-05,-9.69237821274328e-06,0.0126057588328403,1.8332325545095063e-10,0.0030243263933845,-0.5921640624554472,0.0002409685645366,0.0011881285407551,6.7424978984977e-05,0.0001816283018502,0.0005638236519434,0.0001637040531209,1.0221776482442573,1.0185599878201024,1.1561451592743806,0.735040425220638,0.667263846318388,1.155888486560521,0.6610138895461243,0.0621632796270814,0.8097928718272338,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,0.942754617780416,280.6081415753438,62821713,True,True
154248,24.166265203490116,3.3557179793580945,32.78977913370737,159.05561961235253,0.9281500830968288,2.350612504593715,0.7940695939702932,0.8610710656153715,1.4634260479433283,0.493711720076087,8.123145580710124,29.957141751663155,0.0056604193656691,2.676473873289231,-0.0006884966315114,0.0296551538563823,-0.0040616362222167,-0.0033155120779955,-8.405834796725538e-05,-2.285228913947378e-05,-0.0005331690562734,-2.619799567235587e-06,-3.470767310278503e-05,-8.096053484239896e-06,0.0073756954499029,5.152897940592692,0.0004175961113927,-1.599881312560256,0.0002243315102275,0.0013642262492073,6.886617718556082e-05,2.8662663504852427e-05,0.0007954900399293,0.0007351299999223,0.920005236489586,1.0724509079351636,0.768571621178703,0.6499748946115724,0.9861287559914862,0.9976776575536505,1.6296065375594473,-1.0197237679802127,1.0170558332810165,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,1.1350506158644715,276.60978534206384,62900715,True,True
155334,27.5231854245473,2.8461843570314165,23.03725856070494,90.49667956634882,1.2822557485775203,4.951542321274085,0.6757961738681502,1.2503179591808122,1.846532210402875,0.7374199462064841,8.215866181638232,33.50878824604968,-0.0012959628702089,-1.9512026490149808,0.0073097508008457,0.0320008206971346,-0.00593360159677,-0.0029986411078216,-0.0001080281624505,-4.72705997476002e-05,-0.0006945623625145,-1.303219688980248e-06,-3.926237083353487e-05,-8.486016345977174e-06,0.0068636809424434,4.380115456376036e-05,2.5536817743371756e-09,-1.809384933001311,0.0001404419263297,0.0014341635612359,-8.989468557145928e-07,8.980910303959448e-05,0.0004026379240667,0.0008412694512457,0.9688616111254006,0.908138317682876,1.582302647613538,1.3160981515631245,0.9328030058541278,1.0700920786168435,1.090097177681233,0.987047232868467,1.022952729186811,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,1.1247503434363035,279.90282442721616,63334029,True,True
155352,11.80169489457278,2.996705590632165,21.81474479979843,114.7000713434584,1.6157429590087198,2.395428364713886,1.977434375017851,1.331957884911654,1.2085422821670797,0.5371606059550225,7.306786981228424,33.67760704649528,-0.0009586998596761,0.252011057006884,0.004242907239177,0.0566962245390866,-0.0035810947373816,-0.0038801775045108,-9.637986866284929e-05,-1.0154035941277676e-05,-0.0004833130494814,-2.3869669382734217e-06,-4.33303733911586e-05,-7.852919302807087e-06,0.0008360825642014,24.763666646054546,5.2798819332352935e-15,-0.6025718869121488,0.0002273090549308,0.0013269514985991,1.1029209459803993e-05,0.0001020957852154,0.0009841705025571,0.0009782991003708,0.9332901869444664,1.0110563803829198,0.6572346504386974,0.5301027212979822,0.9545373166555268,1.1047959305517274,0.4131401345066849,0.8694646586904902,0.9576828526808844,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,1.0400906164239467,280.7404507465877,63341211,True,True
155731,8.661808144311246,6.848155596887815,31.71110843930844,68.96177680519062,1.4632960051450776,2.261282690167669,2.4270407362232764,1.5509046105526252,0.7698084680569273,0.4774153503463025,8.294221398076392,30.17565214592578,0.0022571697924557,3.3097979948893888,0.0034172935675428,0.0228656817932308,-0.0085419548971533,-0.0036007307584107,-0.0001151105068909,1.8438790978509572e-06,-0.0006290471408259,-1.1582732467708416e-06,-3.62003143988616e-05,-7.616221870959831e-06,0.0071577365948533,0.4185241375308053,4.195150589733053e-11,-0.5846665181823998,0.0002133565388054,0.0011412202393104,-2.850278787845316e-05,4.68339290816609e-05,0.0006404237848782,-0.0004235344907424,0.7999389106615049,0.95169480991061,1.1864981081465786,1.291167314961271,0.939416820153186,1.1153255877340946,1.3763514441309923,1.07511049959548,1.0281806487157883,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,1.0419348527236134,275.19137298047553,63492432,True,True
163074,1.5912143391767382,2.499680399369776,6.225841001038101,150.19604583729472,0.9884287159414212,3.1382852849447174,0.951126834898003,1.6485033332746817,0.2692225020353271,0.3528785228509894,7.93104227604868,28.65627227719311,0.0042025717111028,5.46446403852329,0.0001530400116825,0.0171163730718184,-0.0057227096498925,-0.0043212044647096,-0.0001418665506583,-6.566990064100122e-05,-0.0006558154173155,-3.5143186728716227e-06,-3.983550159200286e-05,-5.91972836329955e-06,0.0011744124444869,3.773711933964282e-05,2.7092242804329694e-15,-8.394439147910022,0.000201925343351,0.0011083855946328,-5.52223242702054e-05,6.315559074653165e-05,-4.008241516547002e-07,0.0007590204455198,1.1981998536499057,0.8371422548182257,1.1824379053748342,1.002881279727862,0.8616622316685567,1.2748397258806616,1.6194616323909108,1.143737657172851,1.0036958797678095,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,1.0124111351079412,275.1589068383445,66422289,True,True
163885,5.645227756704012,3.648984192585981,32.458920559295215,137.99269826809908,1.9629256836457916,1.384171774938332,1.8083096651260409,1.1430166556546304,1.483113578562528,0.5692796200145981,8.763607997047252,33.09888334519958,0.0004937418323422,1.995874762698465,0.0026913763308471,0.0341772908943147,-0.0042767286698183,-0.0024882948243105,-9.632833961502956e-05,-4.030782789199653e-05,-0.0006715056572597,-1.616984681176109e-06,-4.287730739155866e-06,-9.63517851840466e-06,0.0165506729234754,5.2300854398024e-05,3.4402208604508815e-24,-0.8655520123964101,0.0002254002611931,0.000582506325486,-1.3585584382224927e-05,3.755302574593179e-05,0.0004767820215685,0.0010006925000641,1.0192549369266135,0.906448396208718,0.507897330974282,0.546435848292437,0.8888809282131143,0.4756423030412413,3.259890446625504,-0.4417800231246116,1.062399856384038,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,0.734056925462812,276.6782455688472,66745878,True,True
167267,3.80702756858432,4.820576016013398,6.582249606123705,398.6065417661525,2.2343393902825754,1.5469909395565342,0.6295736132537579,0.2358245438423256,0.6097745241524982,0.7170293477280288,9.523832675600657,28.832377365918013,0.0034134126369152,4.821425193217787,-0.0001200305928408,0.0380879147819471,-0.0034985247655503,-0.0024737692044825,-8.648117988396585e-05,-2.5034039304359356e-05,-0.0006677210838538,-2.131882391688446e-06,-5.425670886796838e-05,-8.665016156326249e-06,0.0023210947759871,1.0584475590736938e-15,0.0029850768388125,-4.610752706506489,0.0003219567090817,0.0007902598764771,-5.3924226461738265e-05,0.0001567971456704,0.0001754417134658,0.0019510689279345,0.8617806092757676,1.0616837132875885,1.7002992277470803,0.6641599852917902,1.1373262907106985,0.7864070149871523,1.006911097589026,1.531848599783206,1.117659426387014,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,0.8919174001139958,278.16673594744555,68095296,True,True
167644,14.653046222094725,3.102922475457793,8.365761116279092,30.427686255515724,1.158684210017363,3.497200158287426,0.504016042990857,1.3166766529540614,1.6053139539585135,0.4373239612838341,7.082703694691681,30.63125152076895,0.0017292833130452,3.8507824535113713,0.0020667593695704,0.003537489184817,-0.0106889323109411,-0.0027620852591623,-9.489333013194765e-05,-2.8539017790486165e-05,-0.0006329674376471,-1.948304782910768e-06,-4.9190242759082606e-05,-8.260216182495954e-06,0.0009229460703309,6.019377884551422e-19,0.0602849463909288,-3.456945484991336,0.0002283010872481,0.0013093814786205,-1.1736932063996626e-05,9.3872372874968e-05,6.470022950746756e-05,0.0006595563467344,0.978219404797627,0.9326236423100178,0.7673307595849979,1.2571939918768735,0.8198748104776646,0.9379942940802548,1.1905308023308991,-0.2177612887052342,0.942132337117954,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,0.7980679722343497,279.11561272322194,68245719,True,True
171042,9.250113333094935,4.5134576847594365,16.92609664969153,148.71035889867983,1.3640240197232396,2.4773804883255344,1.447497462157494,1.1660193761675202,1.587994476451573,0.6417358576322073,8.980273101140835,28.27607227071037,0.0030222829062916,0.6889177456341951,0.0052388606104913,0.0382810489031897,-0.0014123291942468,-0.0014983124807622,-6.438419869151874e-05,-5.241952210337565e-06,-0.0005864012679831,-1.9415901873209737e-06,-1.937361137267504e-05,-7.299714345605407e-06,0.0391760753654747,1.501848606976717e-40,1.32703471613502e-12,-0.663327100536558,0.0002451615870692,0.0011993795984096,-9.473634237621095e-06,5.950324475912295e-05,0.0003155202334313,0.0016446469760529,0.928591828338323,1.082405187651964,0.4156628971382958,1.5677856147758396,0.920656251248512,0.845675611857758,0.8546979361845588,1.7435340616102275,1.0786803048333982,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,1.0981923587219544,279.43012291478743,69601521,True,True
173063,11.14790977653416,4.1509177139083215,18.816238175873096,77.90664864584312,1.646974990024043,3.159719154619994,1.1316861834731125,1.127362270061351,1.8580799052367776,0.4949479814119987,8.128517149533106,29.727738323307268,0.0015035985086029,3.911267148859792,0.0018327464089252,0.0585797226597476,-0.0046446819401587,-0.0044964856285643,-6.645537700239978e-05,-2.050193587768995e-05,-0.0005568673373304,-1.58551468129063e-06,-4.82084701962997e-05,-7.707010387909836e-06,1.702452927782085e-07,4.209618809810226e-07,4.7337530380916843e-07,-33982.83899531611,0.0002050257684006,0.0011308310680152,4.13727369309797e-05,5.685029709620692e-05,0.0002827382927729,0.0008917125133909,0.9755054645151436,1.035390087313102,1.5646792100346594,1.262772802974318,0.7718139025928488,1.041450117280016,1.050222290933191,-1.5659877885260158,1.0174217657418432,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,1.148718644881061,280.5379924376815,70407900,True,True
